"","spaceval","logit.values","high","low"
"1",0,0.950786441009342,0.982484161562121,0.869354326011545
"2",0.0101010101010101,0.9502699612305,0.982107299876399,0.869320733804875
"3",0.0202020202020202,0.949748347646437,0.981720720162343,0.869298281773815
"4",0.0303030303030303,0.949221555263337,0.981324092760526,0.869287323821622
"5",0.0404040404040404,0.948689538820456,0.980917072139165,0.869288229634921
"6",0.0505050505050505,0.948152252791378,0.980499295804036,0.869301385764113
"7",0.0606060606060606,0.947609651385334,0.980070383107151,0.8693271968047
"8",0.0707070707070707,0.947061688548622,0.979629933942229,0.869366086691524
"9",0.0808080808080808,0.946508317966093,0.97917752731322,0.869418500119618
"10",0.0909090909090909,0.945949493062737,0.978712719760171,0.869484904107389
"11",0.101010101010101,0.945385167005347,0.978235043624292,0.869565789720273
"12",0.111111111111111,0.94481529270427,0.977744005131282,0.869661673975763
"13",0.121212121212121,0.94423982281526,0.977239082268641,0.869773101954104
"14",0.131313131313131,0.943658709741405,0.976719722428748,0.869900649142857
"15",0.141414141414141,0.943071905635167,0.976185339784703,0.870044924048305
"16",0.151515151515152,0.9424793624005,0.975635312360307,0.870206571112344
"17",0.161616161616162,0.94188103169508,0.975068978748674,0.87038627398033
"18",0.171717171717172,0.941276864932619,0.974485634425693,0.870584759173676
"19",0.181818181818182,0.940666813285295,0.973884527594471,0.870802800231026
"20",0.191919191919192,0.94005082768627,0.97326485448452,0.871041222394258
"21",0.202020202020202,0.939428858832326,0.972625754014296,0.871300907930684
"22",0.212121212121212,0.938800857186593,0.971966301706817,0.871582802201701
"23",0.222222222222222,0.938166772981397,0.971285502724674,0.871887920611581
"24",0.232323232323232,0.93752655622121,0.970582283861298,0.872217356599507
"25",0.242424242424242,0.936880156685712,0.969855484288114,0.872572290875216
"26",0.252525252525253,0.936227523932975,0.969103844809867,0.872954002145962
"27",0.262626262626263,0.935568607302745,0.968325995319473,0.873363879643398
"28",0.272727272727273,0.934903355919861,0.967520440064936,0.873803437837862
"29",0.282828282828283,0.934231718697777,0.966685540237672,0.874274333830675
"30",0.292929292929293,0.93355364434221,0.965819493255282,0.874778388051416
"31",0.303030303030303,0.932869081354917,0.964920307929674,0.875317609069233
"32",0.313131313131313,0.932177978037584,0.963985774465244,0.875894223573497
"33",0.323232323232323,0.93148028249585,0.963013427894555,0.876510712916301
"34",0.333333333333333,0.930775942643457,0.962000503090616,0.87716985807772
"35",0.343434343434343,0.930064906206532,0.960943878834117,0.877874795575422
"36",0.353535353535354,0.929347120727992,0.959840007466228,0.878629087788044
"37",0.363636363636364,0.928622533572095,0.958684825272082,0.879436812547145
"38",0.373737373737374,0.92789109192912,0.957473636672546,0.88030267892015
"39",0.383838383838384,0.927152742820179,0.956200962143978,0.881232179264545
"40",0.393939393939394,0.926407433102183,0.954860334834716,0.882231792584553
"41",0.404040404040404,0.925655109472933,0.953444022852127,0.88330926221646
"42",0.414141414141414,0.924895718476364,0.951942640838636,0.884473984224119
"43",0.424242424242424,0.92412920650793,0.950344591254927,0.885737566086437
"44",0.434343434343434,0.923355519820137,0.948635233596024,0.887114657451104
"45",0.444444444444444,0.922574604528222,0.946795598739258,0.888624235755528
"46",0.454545454545455,0.921786406615983,0.944800299415148,0.890291695723927
"47",0.464646464646465,0.920990871941763,0.942613917834031,0.892152461707716
"48",0.474747474747475,0.920187946244584,0.940184237406305,0.894258755931289
"49",0.484848484848485,0.91937757515044,0.937428089425405,0.896693751774049
"50",0.494949494949495,0.918559704178743,0.93419659516378,0.899606331638401
"51",0.505050505050505,0.917734278748931,0.930163842356925,0.903322410428598
"52",0.515151515151515,0.916901244187233,0.924183950239238,0.908987870476656
"53",0.525252525252525,0.916060545733602,0.916060545733602,0.916060545733602
"54",0.535353535353535,0.915212128548806,0.915212128548806,0.915212128548806
"55",0.545454545454546,0.914355937721683,0.914355937721683,0.914355937721683
"56",0.555555555555556,0.913491918276571,0.913491918276571,0.913491918276571
"57",0.565656565656566,0.912620015180896,0.912620015180896,0.912620015180896
"58",0.575757575757576,0.911740173352941,0.911740173352941,0.911740173352941
"59",0.585858585858586,0.910852337669775,0.910852337669775,0.910852337669775
"60",0.595959595959596,0.909956452975361,0.909956452975361,0.909956452975361
"61",0.606060606060606,0.909052464088841,0.909052464088841,0.909052464088841
"62",0.616161616161616,0.908140315812988,0.908140315812988,0.908140315812988
"63",0.626262626262626,0.907219952942842,0.907219952942842,0.907219952942842
"64",0.636363636363636,0.906291320274522,0.906291320274522,0.906291320274522
"65",0.646464646464647,0.905354362614213,0.905354362614213,0.905354362614213
"66",0.656565656565657,0.904409024787345,0.904409024787345,0.904409024787345
"67",0.666666666666667,0.903455251647937,0.903455251647937,0.903455251647937
"68",0.676767676767677,0.902492988088141,0.902492988088141,0.902492988088141
"69",0.686868686868687,0.901522179047954,0.901522179047954,0.901522179047954
"70",0.696969696969697,0.900542769525127,0.900542769525127,0.900542769525127
"71",0.707070707070707,0.899554704585252,0.899554704585252,0.899554704585252
"72",0.717171717171717,0.89855792937204,0.89855792937204,0.89855792937204
"73",0.727272727272727,0.897552389117783,0.897552389117783,0.897552389117783
"74",0.737373737373737,0.896538029154004,0.896538029154004,0.896538029154004
"75",0.747474747474748,0.895514794922297,0.895514794922297,0.895514794922297
"76",0.757575757575758,0.894482631985356,0.894482631985356,0.894482631985356
"77",0.767676767676768,0.893441486038193,0.893441486038193,0.893441486038193
"78",0.777777777777778,0.892391302919548,0.892391302919548,0.892391302919548
"79",0.787878787878788,0.891332028623482,0.891332028623482,0.891332028623482
"80",0.797979797979798,0.890263609311171,0.890263609311171,0.890263609311171
"81",0.808080808080808,0.889185991322885,0.889185991322885,0.889185991322885
"82",0.818181818181818,0.888099121190156,0.888099121190156,0.888099121190156
"83",0.828282828282828,0.887002945648141,0.887002945648141,0.887002945648141
"84",0.838383838383838,0.885897411648176,0.885897411648176,0.885897411648176
"85",0.848484848484849,0.884782466370515,0.884782466370515,0.884782466370515
"86",0.858585858585859,0.883658057237267,0.883658057237267,0.883658057237267
"87",0.868686868686869,0.882524131925513,0.882524131925513,0.882524131925513
"88",0.878787878787879,0.881380638380625,0.881380638380625,0.881380638380625
"89",0.888888888888889,0.880227524829763,0.880227524829763,0.880227524829763
"90",0.898989898989899,0.879064739795564,0.879064739795564,0.879064739795564
